,citypair,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,revenue,Aircraft_Unit_Cost ($ millions USD),Aircraft_Inverse_Age 1/age (1/yrs),Number_of_Cancellations,Proportion of Seats filled,Aircraft Age (yrs),Origin_Airport_Code,Destination_Airport_Code,origin_airport_type,origin_lat,origin_long,origin_city,dest_airport_type,dest_lat,dest_long,dest_city,Route_Distance,origin_population,origin_density,dest_population,dest_density
214,CHS-BWI,234,243,23729,33462,54.9292459,53.33868862,4644244,5149,74,0.090909091,9,0.709132748,11,CHS,BWI,medium_airport,32.898602,-80.040497,Charleston,large_airport,39.1754,-76.668297,Baltimore,472.0732471,685517,875.3,2205092,2872.8
215,CHS-DAL,106,109,11648,15606,56.59477769,53.00822626,14229909,16207,74,0.090909091,3,0.746379598,11,CHS,DAL,medium_airport,32.898602,-80.040497,Charleston,medium_airport,32.847099,-96.851799,Dallas,976.5828412,685517,875.3,5668165,1522.2
216,CHS-HOU,25,26,3119,3575,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.872447552,11,CHS,HOU,medium_airport,32.898602,-80.040497,Charleston,medium_airport,29.645399,-95.2789,Houston,928.2142987,685517,875.3,5650910,1394.6
217,CHS-MDW,169,177,19502,25479,56.59477769,53.00822626,14229909,16207,74,0.090909091,8,0.765414655,11,CHS,MDW,medium_airport,32.898602,-80.040497,Charleston,large_airport,41.785999,-87.752403,Chicago,744.8835955,685517,875.3,8595181,4576.6
218,CLE-ATL,199,211,23034,28457,57.42754359,52.84299508,9585665,11058,74,0.090909091,12,0.809431774,11,CLE,ATL,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,33.6367,-84.428101,Atlanta,554.5092447,1683059,1904,5046555,1419.9
219,CLE-BNA,178,183,24275,28750,54.9292459,53.33868862,9288488,10298,74,0.090909091,5,0.844347826,11,CLE,BNA,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,36.12450027,-86.67819977,Nashville,448.1534317,1683059,1904,1098486,541.3
220,CLE-BWI,250,271,27182,36838,56.59477769,53.00822626,14229909,16207,74,0.090909091,21,0.737879364,11,CLE,BWI,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,39.1754,-76.668297,Baltimore,314.1641476,1683059,1904,2205092,2872.8
221,CLE-DEN,84,89,12698,13868,54.9292459,53.33868862,9288488,10298,74,0.090909091,5,0.915633112,11,CLE,DEN,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,39.86169815,-104.6729965,Denver,1200.966955,1683059,1904,2650725,1805.7
222,CLE-LAS,59,61,8837,10325,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.855883777,11,CLE,LAS,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,36.083361,-115.151817,Las Vegas,1824.285554,1683059,1904,2150373,1754.7
223,CLE-MDW,453,483,49272,66731,56.17839474,53.09084185,18874153,21356,74,0.090909091,30,0.738367475,11,CLE,MDW,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,41.785999,-87.752403,Chicago,306.8012954,1683059,1904,8595181,4576.6
224,CLE-MKE,166,180,13291,24282,56.59477769,53.00822626,14229909,16207,74,0.090909091,14,0.547360184,11,CLE,MKE,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,42.94720078,-87.89659882,Milwaukee,327.9202992,1683059,1904,1340981,2379
225,CLE-PHX,118,129,18255,20650,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.88401937,11,CLE,PHX,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,33.435302,-112.005905,Phoenix,1737.099524,1683059,1904,4047095,1251.8
226,CLE-STL,206,216,25059,30034,56.59477769,53.00822626,14229909,16207,74,0.090909091,10,0.834354398,11,CLE,STL,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,38.748697,-90.370003,St Louis,487.2337508,1683059,1904,,
227,CLT-BNA,147,149,15536,23133,54.9292459,53.33868862,9288488,10298,74,0.090909091,2,0.671594692,11,CLT,BNA,large_airport,35.2140007,-80.94309998,Charlotte,large_airport,36.12450027,-86.67819977,Nashville,328.6421253,1516107,1091,1098486,541.3
228,CLT-BWI,312,329,32321,45320,56.59477769,53.00822626,14229909,16207,74,0.090909091,17,0.713172992,11,CLT,BWI,large_airport,35.2140007,-80.94309998,Charlotte,large_airport,39.1754,-76.668297,Baltimore,360.7970562,1516107,1091,2205092,2872.8
229,CLT-DAL,101,105,12695,15211,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.834593386,11,CLT,DAL,large_airport,35.2140007,-80.94309998,Charlotte,medium_airport,32.847099,-96.851799,Dallas,926.3169844,1516107,1091,5668165,1522.2
230,CLT-HOU,82,83,8650,11726,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.737676957,11,CLT,HOU,large_airport,35.2140007,-80.94309998,Charlotte,medium_airport,29.645399,-95.2789,Houston,920.2359647,1516107,1091,5650910,1394.6
231,CLT-MDW,233,246,23570,33863,56.59477769,53.00822626,14229909,16207,74,0.090909091,13,0.696039926,11,CLT,MDW,large_airport,35.2140007,-80.94309998,Charlotte,large_airport,41.785999,-87.752403,Chicago,584.1427649,1516107,1091,8595181,4576.6
232,CMH-ATL,230,240,28318,33882,54.9292459,53.33868862,9288488,10298,74,0.090909091,10,0.835783012,11,CMH,ATL,large_airport,39.998001,-82.891899,Columbus,large_airport,33.6367,-84.428101,Atlanta,446.82154,1556848,1559.5,5046555,1419.9
233,CMH-BNA,181,185,21683,25883,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.837731329,11,CMH,BNA,large_airport,39.998001,-82.891899,Columbus,large_airport,36.12450027,-86.67819977,Nashville,337.5677043,1556848,1559.5,1098486,541.3
234,CMH-BOS,44,52,4349,6612,54.9292459,53.33868862,9288488,10298,74,0.090909091,8,0.657743497,11,CMH,BOS,large_airport,39.998001,-82.891899,Columbus,large_airport,42.3643,-71.005203,Boston,640.2669792,1556848,1559.5,4208580,5505.8
235,CMH-BWI,284,293,29337,43524,56.59477769,53.00822626,14229909,16207,74,0.090909091,9,0.674041908,11,CMH,BWI,large_airport,39.998001,-82.891899,Columbus,large_airport,39.1754,-76.668297,Baltimore,336.9529008,1556848,1559.5,2205092,2872.8
236,CMH-DAL,100,103,10524,14300,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.735944056,11,CMH,DAL,large_airport,39.998001,-82.891899,Columbus,medium_airport,32.847099,-96.851799,Dallas,919.3096826,1556848,1559.5,5668165,1522.2
237,CMH-DCA,160,165,14267,22880,54.9292459,53.33868862,4644244,5149,74,0.090909091,5,0.623557692,11,CMH,DCA,large_airport,39.998001,-82.891899,Columbus,large_airport,38.8521,-77.037697,Washington,322.9740972,1556848,1559.5,4810669,4434
238,CMH-DEN,106,113,14163,15894,54.9292459,53.33868862,9288488,10298,74,0.090909091,7,0.891090978,11,CMH,DEN,large_airport,39.998001,-82.891899,Columbus,large_airport,39.86169815,-104.6729965,Denver,1154.05985,1556848,1559.5,2650725,1805.7
239,CMH-FLL,66,67,9024,11550,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.781298701,11,CMH,FLL,large_airport,39.998001,-82.891899,Columbus,large_airport,26.072599,-80.152702,Fort Lauderdale,972.6000365,1556848,1559.5,182247,2029.7
240,CMH-HOU,75,77,9124,12101,54.9292459,53.33868862,9288488,10298,74,0.090909091,2,0.753987274,11,CMH,HOU,large_airport,39.998001,-82.891899,Columbus,medium_airport,29.645399,-95.2789,Houston,1000.590226,1556848,1559.5,5650910,1394.6
241,CMH-LAS,161,164,22898,25711,54.9292459,53.33868862,9288488,10298,74,0.090909091,3,0.890591576,11,CMH,LAS,large_airport,39.998001,-82.891899,Columbus,large_airport,36.083361,-115.151817,Las Vegas,1770.402838,1556848,1559.5,2150373,1754.7
242,CMH-MCO,438,448,56137,64650,57.42754359,52.84299508,19171330,22116,74,0.090909091,10,0.868321732,11,CMH,MCO,large_airport,39.998001,-82.891899,Columbus,large_airport,28.42939949,-81.30899811,Orlando,802.4851179,1556848,1559.5,1927699,992
243,CMH-MDW,465,501,49213,66495,57.42754359,52.84299508,9585665,11058,74,0.090909091,36,0.740100759,11,CMH,MDW,large_airport,39.998001,-82.891899,Columbus,large_airport,41.785999,-87.752403,Chicago,282.7860469,1556848,1559.5,8595181,4576.6
244,CMH-OAK,3,4,425,525,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.80952381,11,CMH,OAK,large_airport,39.998001,-82.891899,Columbus,large_airport,37.721298,-122.221001,Oakland,2109.753927,1556848,1559.5,437548,2917.1
245,CMH-PHX,88,93,12641,15016,58.26030948,52.6777639,14527086,16967,74,0.090909091,5,0.841835376,11,CMH,PHX,large_airport,39.998001,-82.891899,Columbus,large_airport,33.435302,-112.005905,Phoenix,1670.02114,1556848,1559.5,4047095,1251.8
246,CMH-RSW,212,221,26078,30540,54.9292459,53.33868862,9288488,10298,74,0.090909091,9,0.853896529,11,CMH,RSW,large_airport,39.998001,-82.891899,Columbus,large_airport,26.53619957,-81.75520325,Fort Myers,930.0544397,1556848,1559.5,84694,809.2
247,CMH-STL,232,241,27907,33656,58.26030948,52.6777639,14527086,16967,74,0.090909091,9,0.829183504,11,CMH,STL,large_airport,39.998001,-82.891899,Columbus,large_airport,38.748697,-90.370003,St Louis,409.4361733,1556848,1559.5,,
248,CMH-TPA,220,224,28246,33092,54.9292459,53.33868862,13932732,15447,74,0.090909091,4,0.853559773,11,CMH,TPA,large_airport,39.998001,-82.891899,Columbus,large_airport,27.97550011,-82.53320313,Tampa,828.9020799,1556848,1559.5,2683956,1340.7
249,CRP-HOU,418,435,30540,59806,58.26030948,52.6777639,14527086,16967,74,0.090909091,17,0.510651105,11,CRP,HOU,medium_airport,27.770399,-97.501198,Corpus Christi,medium_airport,29.645399,-95.2789,Houston,186.7491828,333764,777,5650910,1394.6
250,CVG-BWI,317,339,26585,45331,57.42754359,52.84299508,9585665,11058,74,0.090909091,22,0.586464009,11,CVG,BWI,large_airport,39.048801,-84.667801,Cincinnati / Covington,large_airport,39.1754,-76.668297,Baltimore,429.859597,,,2205092,2872.8
251,CVG-DEN,112,116,12146,16016,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.758366633,11,CVG,DEN,large_airport,39.048801,-84.667801,Cincinnati / Covington,large_airport,39.86169815,-104.6729965,Denver,1069.123327,,,2650725,1805.7
252,CVG-MDW,487,535,43572,69641,57.42754359,52.84299508,9585665,11058,74,0.090909091,48,0.625665915,11,CVG,MDW,large_airport,39.048801,-84.667801,Cincinnati / Covington,large_airport,41.785999,-87.752403,Chicago,249.2243959,,,8595181,4576.6
253,DAL-ABQ,488,499,52569,70840,58.26030948,52.6777639,14527086,16967,74,0.090909091,11,0.742080745,11,DAL,ABQ,medium_airport,32.847099,-96.851799,Dallas,medium_airport,35.040199,-106.609001,Albuquerque,580.2265856,5668165,1522.2,765693,1155.5
254,DAL-AMA,425,440,38496,60775,57.42754359,52.84299508,9585665,11058,74,0.090909091,15,0.633418346,11,DAL,AMA,medium_airport,32.847099,-96.851799,Dallas,medium_airport,35.219398,-101.706001,Amarillo,322.9295099,5668165,1522.2,204357,748
255,DAL-ATL,555,589,69663,82021,56.92788405,52.94213379,23815574,27265,74,0.090909091,34,0.849331269,11,DAL,ATL,medium_airport,32.847099,-96.851799,Dallas,large_airport,33.6367,-84.428101,Atlanta,721.0765507,5668165,1522.2,5046555,1419.9
256,DAL-AUS,1033,1085,106521,149639,56.59477769,53.00822626,14229909,16207,74,0.090909091,52,0.711853193,11,DAL,AUS,medium_airport,32.847099,-96.851799,Dallas,large_airport,30.197535,-97.662015,Austin,188.7028521,5668165,1522.2,1659251,1165.6
257,DAL-BHM,221,228,23618,31603,57.42754359,52.84299508,9585665,11058,74,0.090909091,7,0.747334114,11,DAL,BHM,medium_airport,32.847099,-96.851799,Dallas,medium_airport,33.562901,-86.753502,Birmingham,586.8801062,5668165,1522.2,704676,1713.4
258,DAL-BNA,528,542,62220,78160,56.59477769,53.00822626,14229909,16207,74,0.090909091,14,0.796059365,11,DAL,BNA,medium_airport,32.847099,-96.851799,Dallas,large_airport,36.12450027,-86.67819977,Nashville,622.6625662,5668165,1522.2,1098486,541.3
259,DAL-BOS,79,84,11476,13825,57.42754359,52.84299508,9585665,11058,74,0.090909091,5,0.830090416,11,DAL,BOS,medium_airport,32.847099,-96.851799,Dallas,large_airport,42.3643,-71.005203,Boston,1554.408977,5668165,1522.2,4208580,5505.8
260,DAL-BUR,107,112,13997,15717,57.42754359,52.84299508,19171330,22116,74,0.090909091,5,0.890564357,11,DAL,BUR,medium_airport,32.847099,-96.851799,Dallas,medium_airport,34.197703,-118.356378,Burbank,1242.522941,5668165,1522.2,107364,2634.1
261,DAL-BWI,435,466,57953,69821,56.92788405,52.94213379,23815574,27265,74,0.090909091,31,0.830022486,11,DAL,BWI,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.1754,-76.668297,Baltimore,1208.599033,5668165,1522.2,2205092,2872.8
262,DAL-CMH,98,101,12206,14718,54.9292459,53.33868862,9288488,10298,74,0.090909091,3,0.829324636,11,DAL,CMH,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.998001,-82.891899,Columbus,919.3096826,5668165,1522.2,1556848,1559.5
263,DAL-DCA,455,480,52514,71305,56.59477769,53.00822626,14229909,16207,74,0.090909091,25,0.736470093,11,DAL,DCA,medium_airport,32.847099,-96.851799,Dallas,large_airport,38.8521,-77.037697,Washington,1183.726935,5668165,1522.2,4810669,4434
264,DAL-DEN,788,823,107809,124364,56.92788405,52.94213379,23815574,27265,74,0.090909091,35,0.866882699,11,DAL,DEN,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.86169815,-104.6729965,Denver,650.7573041,5668165,1522.2,2650725,1805.7
265,DAL-DTW,79,82,9374,11297,54.9292459,53.33868862,4644244,5149,74,0.090909091,3,0.829777817,11,DAL,DTW,medium_airport,32.847099,-96.851799,Dallas,large_airport,42.21239853,-83.35340118,Detroit,981.0444107,5668165,1522.2,3522856,1871.2
266,DAL-ECP,145,149,14843,20863,58.26030948,52.6777639,14527086,16967,74,0.090909091,4,0.711450894,11,DAL,ECP,medium_airport,32.847099,-96.851799,Dallas,medium_airport,30.357106,-85.795414,Panama City Beach,673.784705,5668165,1522.2,17882,254.7
267,DAL-ELP,433,442,47279,61919,57.42754359,52.84299508,9585665,11058,74,0.090909091,9,0.763562073,11,DAL,ELP,medium_airport,32.847099,-96.851799,Dallas,medium_airport,31.80719948,-106.3779984,El Paso,561.7268343,5668165,1522.2,794344,1015.8
268,DAL-FLL,193,204,27458,31887,57.42754359,52.84299508,9585665,11058,74,0.090909091,11,0.861103271,11,DAL,FLL,medium_airport,32.847099,-96.851799,Dallas,large_airport,26.072599,-80.152702,Fort Lauderdale,1107.609194,5668165,1522.2,182247,2029.7
269,DAL-HOU,2010,2236,217391,297606,56.92788405,52.94213379,23815574,27265,74,0.090909091,226,0.730465784,11,DAL,HOU,medium_airport,32.847099,-96.851799,Dallas,medium_airport,29.645399,-95.2789,Houston,239.4101297,5668165,1522.2,5650910,1394.6
270,DAL-IND,125,132,15919,19059,56.59477769,53.00822626,14229909,16207,74,0.090909091,7,0.835248439,11,DAL,IND,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.7173,-86.294403,Indianapolis,755.1876921,5668165,1522.2,1659305,928.2
271,DAL-JAX,110,115,11558,15730,57.42754359,52.84299508,9585665,11058,74,0.090909091,5,0.734774317,11,DAL,JAX,medium_airport,32.847099,-96.851799,Dallas,large_airport,30.49410057,-81.68789673,Jacksonville,907.2662856,5668165,1522.2,1220191,686.6
272,DAL-LAS,536,559,76538,85416,57.42754359,52.84299508,19171330,22116,74,0.090909091,23,0.896061628,11,DAL,LAS,medium_airport,32.847099,-96.851799,Dallas,large_airport,36.083361,-115.151817,Las Vegas,1066.576044,5668165,1522.2,2150373,1754.7
273,DAL-LAX,555,580,77084,83653,56.92788405,52.94213379,23815574,27265,74,0.090909091,25,0.921473229,11,DAL,LAX,medium_airport,32.847099,-96.851799,Dallas,large_airport,33.942501,-118.407997,Los Angeles,1246.142533,5668165,1522.2,12121244,3267.6
274,DAL-LBB,532,550,54089,76076,57.42754359,52.84299508,9585665,11058,74,0.090909091,18,0.710986382,11,DAL,LBB,medium_airport,32.847099,-96.851799,Dallas,medium_airport,33.663601,-101.822998,Lubbock,293.2552216,5668165,1522.2,259946,736.6
275,DAL-LGA,504,542,60196,72072,57.42754359,52.84299508,9585665,11058,74,0.090909091,38,0.835220335,11,DAL,LGA,medium_airport,32.847099,-96.851799,Dallas,large_airport,40.777199,-73.872597,New York,1381.109938,5668165,1522.2,18972871,10768.2
276,DAL-LIT,332,342,34797,47476,57.42754359,52.84299508,9585665,11058,74,0.090909091,10,0.732938748,11,DAL,LIT,medium_airport,32.847099,-96.851799,Dallas,medium_airport,34.729582,-92.223728,Little Rock,296.2087903,5668165,1522.2,457379,637
277,DAL-MAF,470,486,40699,67210,57.42754359,52.84299508,9585665,11058,74,0.090909091,16,0.605549769,11,DAL,MAF,medium_airport,32.847099,-96.851799,Dallas,medium_airport,31.942499,-102.202003,Midland,318.89677,5668165,1522.2,130765,1209.9
278,DAL-MCI,646,678,76656,96762,57.42754359,52.84299508,19171330,22116,74,0.090909091,32,0.792211819,11,DAL,MCI,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.2976,-94.713898,Kansas City,460.5223746,5668165,1522.2,1644497,602.6
279,DAL-MCO,544,571,69405,81696,56.17839474,53.09084185,18874153,21356,74,0.090909091,27,0.849551998,11,DAL,MCO,medium_airport,32.847099,-96.851799,Dallas,large_airport,28.42939949,-81.30899811,Orlando,973.4105151,5668165,1522.2,1927699,992
280,DAL-MDW,682,774,85858,104534,57.42754359,52.84299508,19171330,22116,74,0.090909091,92,0.821340425,11,DAL,MDW,medium_airport,32.847099,-96.851799,Dallas,large_airport,41.785999,-87.752403,Chicago,793.4738841,5668165,1522.2,8595181,4576.6
281,DAL-MEM,310,319,27866,44330,57.42754359,52.84299508,9585665,11058,74,0.090909091,9,0.628603654,11,DAL,MEM,medium_airport,32.847099,-96.851799,Dallas,large_airport,35.04240036,-89.97669983,Memphis,422.7930822,5668165,1522.2,1034498,1267.6
282,DAL-MKE,22,23,2563,3146,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.814685315,11,DAL,MKE,medium_airport,32.847099,-96.851799,Dallas,large_airport,42.94720078,-87.89659882,Milwaukee,850.2039648,5668165,1522.2,1340981,2379
283,DAL-MSP,105,114,11920,15015,57.42754359,52.84299508,9585665,11058,74,0.090909091,9,0.793872794,11,DAL,MSP,medium_airport,32.847099,-96.851799,Dallas,large_airport,44.882,-93.221802,Minneapolis,852.6987424,5668165,1522.2,2856952,3035.5
284,DAL-MSY,762,786,79720,111494,56.59477769,53.00822626,14229909,16207,74,0.090909091,24,0.715016055,11,DAL,MSY,medium_airport,32.847099,-96.851799,Dallas,large_airport,29.99340057,-90.25800323,New Orleans,436.2448075,5668165,1522.2,925443,891.2
285,DAL-OAK,204,224,23037,33012,56.92788405,52.94213379,23815574,27265,74,0.090909091,20,0.69783715,11,DAL,OAK,medium_airport,32.847099,-96.851799,Dallas,large_airport,37.721298,-122.221001,Oakland,1467.974333,5668165,1522.2,437548,2917.1
286,DAL-OKC,331,337,32269,47333,57.42754359,52.84299508,9585665,11058,74,0.090909091,6,0.681744238,11,DAL,OKC,medium_airport,32.847099,-96.851799,Dallas,medium_airport,35.393101,-97.6007,Oklahoma City,180.6570063,5668165,1522.2,994284,413.7
287,DAL-OMA,7,9,1015,1225,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.828571429,11,DAL,OMA,medium_airport,32.847099,-96.851799,Dallas,medium_airport,41.3032,-95.894096,Omaha,585.5131628,5668165,1522.2,806485,1299.2
288,DAL-PHL,104,108,13305,17624,58.26030948,52.6777639,14527086,16967,74,0.090909091,4,0.75493645,11,DAL,PHL,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.87189865,-75.2410965,Philadelphia,1294.713861,5668165,1522.2,5512873,4544.9
289,DAL-PHX,619,638,86553,98277,56.17839474,53.09084185,18874153,21356,74,0.090909091,19,0.880704539,11,DAL,PHX,medium_airport,32.847099,-96.851799,Dallas,large_airport,33.435302,-112.005905,Phoenix,878.7391039,5668165,1522.2,4047095,1251.8
290,DAL-PIT,69,72,8323,11179,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.744520977,11,DAL,PIT,medium_airport,32.847099,-96.851799,Dallas,large_airport,40.49150085,-80.23290253,Pittsburgh,1060.440216,5668165,1522.2,1720279,2100.7
291,DAL-RDU,87,89,8941,13113,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.681842446,11,DAL,RDU,medium_airport,32.847099,-96.851799,Dallas,large_airport,35.87760162,-78.78749847,Raleigh/Durham,1051.850389,5668165,1522.2,,
292,DAL-SAN,427,445,56475,67493,56.92788405,52.94213379,23815574,27265,74,0.090909091,18,0.836753441,11,DAL,SAN,medium_airport,32.847099,-96.851799,Dallas,large_airport,32.73360062,-117.1900024,San Diego,1181.99412,5668165,1522.2,3084174,1675.9
293,DAL-SAT,1083,1130,118969,159029,57.42754359,52.84299508,19171330,22116,74,0.090909091,47,0.748096259,11,DAL,SAT,medium_airport,32.847099,-96.851799,Dallas,large_airport,29.533701,-98.469803,San Antonio,247.5575527,5668165,1522.2,1910785,1633.5
294,DAL-SDF,82,83,9343,11726,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.796776394,11,DAL,SDF,medium_airport,32.847099,-96.851799,Dallas,large_airport,38.1744,-85.736,Louisville,725.5119936,5668165,1522.2,1022630,936.9
295,DAL-SEA,63,64,9969,11025,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.904217687,11,DAL,SEA,medium_airport,32.847099,-96.851799,Dallas,large_airport,47.449162,-122.311134,Seattle,1669.892718,5668165,1522.2,3438221,3412.2
296,DAL-SFO,188,207,23045,32356,57.42754359,52.84299508,19171330,22116,74,0.090909091,19,0.712232662,11,DAL,SFO,medium_airport,32.847099,-96.851799,Dallas,large_airport,37.61899948,-122.375,San Francisco,1475.719598,5668165,1522.2,3290197,7199.4
297,DAL-SJC,176,184,21746,27184,56.59477769,53.00822626,14229909,16207,74,0.090909091,8,0.799955856,11,DAL,SJC,medium_airport,32.847099,-96.851799,Dallas,large_airport,37.362452,-121.929188,San Jose,1449.766331,5668165,1522.2,1729879,2229
298,DAL-SMF,89,94,12119,14743,58.26030948,52.6777639,14527086,16967,74,0.090909091,5,0.822017229,11,DAL,SMF,medium_airport,32.847099,-96.851799,Dallas,large_airport,38.69540024,-121.5910034,Sacramento,1442.232112,5668165,1522.2,1924167,1971.3
299,DAL-SNA,74,75,9742,10582,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.920619921,11,DAL,SNA,medium_airport,32.847099,-96.851799,Dallas,large_airport,33.675701,-117.867996,Santa Ana,1216.027733,5668165,1522.2,313818,4690.9
300,DAL-STL,627,659,68587,90333,58.26030948,52.6777639,14527086,16967,74,0.090909091,32,0.759268484,11,DAL,STL,medium_airport,32.847099,-96.851799,Dallas,large_airport,38.748697,-90.370003,St Louis,545.6650824,5668165,1522.2,,
301,DAL-TPA,265,279,28045,38727,58.26030948,52.6777639,14527086,16967,74,0.090909091,14,0.724171766,11,DAL,TPA,medium_airport,32.847099,-96.851799,Dallas,large_airport,27.97550011,-82.53320313,Tampa,917.3762931,5668165,1522.2,2683956,1340.7
302,DAL-TUL,416,427,39689,59488,57.42754359,52.84299508,9585665,11058,74,0.090909091,11,0.667176573,11,DAL,TUL,medium_airport,32.847099,-96.851799,Dallas,large_airport,36.19839859,-95.88809967,Tulsa,237.4530744,5668165,1522.2,715983,785.8
303,DCA-ATL,439,471,38019,62777,57.42754359,52.84299508,9585665,11058,74,0.090909091,32,0.605619893,11,DCA,ATL,large_airport,38.8521,-77.037697,Washington,large_airport,33.6367,-84.428101,Atlanta,547.0817289,4810669,4434,5046555,1419.9
304,DCA-AUS,55,56,6110,7865,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.776859504,11,DCA,AUS,large_airport,38.8521,-77.037697,Washington,large_airport,30.197535,-97.662015,Austin,1314.943448,4810669,4434,1659251,1165.6
305,DCA-BNA,410,433,38537,60326,56.59477769,53.00822626,14229909,16207,74,0.090909091,23,0.638812452,11,DCA,BNA,large_airport,38.8521,-77.037697,Washington,large_airport,36.12450027,-86.67819977,Nashville,561.8351669,4810669,4434,1098486,541.3
306,DCA-CMH,154,158,13055,22022,54.9292459,53.33868862,4644244,5149,74,0.090909091,4,0.592816275,11,DCA,CMH,large_airport,38.8521,-77.037697,Washington,large_airport,39.998001,-82.891899,Columbus,322.9740972,4810669,4434,1556848,1559.5
307,DCA-DAL,506,553,61734,80646,57.42754359,52.84299508,19171330,22116,74,0.090909091,47,0.765493639,11,DCA,DAL,large_airport,38.8521,-77.037697,Washington,medium_airport,32.847099,-96.851799,Dallas,1183.726935,4810669,4434,5668165,1522.2
308,DCA-FLL,247,251,30309,35321,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.858101413,11,DCA,FLL,large_airport,38.8521,-77.037697,Washington,large_airport,26.072599,-80.152702,Fort Lauderdale,899.0465317,4810669,4434,182247,2029.7
309,DCA-HOU,340,352,35679,48620,57.42754359,52.84299508,9585665,11058,74,0.090909091,12,0.733833813,11,DCA,HOU,large_airport,38.8521,-77.037697,Washington,medium_airport,29.645399,-95.2789,Houston,1218.297631,4810669,4434,5650910,1394.6
310,DCA-MCI,206,219,21649,29458,57.42754359,52.84299508,9585665,11058,74,0.090909091,13,0.73491072,11,DCA,MCI,large_airport,38.8521,-77.037697,Washington,large_airport,39.2976,-94.713898,Kansas City,949.441084,4810669,4434,1644497,602.6
311,DCA-MCO,210,214,28518,32526,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.876775503,11,DCA,MCO,large_airport,38.8521,-77.037697,Washington,large_airport,28.42939949,-81.30899811,Orlando,759.1039435,4810669,4434,1927699,992
312,DCA-MDW,611,697,60172,87373,57.42754359,52.84299508,9585665,11058,74,0.090909091,86,0.688679569,11,DCA,MDW,large_airport,38.8521,-77.037697,Washington,large_airport,41.785999,-87.752403,Chicago,600.4892721,4810669,4434,8595181,4576.6
313,DCA-MKE,204,219,21290,29172,57.42754359,52.84299508,9585665,11058,74,0.090909091,15,0.729809406,11,DCA,MKE,large_airport,38.8521,-77.037697,Washington,large_airport,42.94720078,-87.89659882,Milwaukee,634.2259268,4810669,4434,1340981,2379
314,DCA-MSY,121,128,13869,17303,54.9292459,53.33868862,4644244,5149,74,0.090909091,7,0.801537306,11,DCA,MSY,large_airport,38.8521,-77.037697,Washington,large_airport,29.99340057,-90.25800323,New Orleans,969.2959957,4810669,4434,925443,891.2
315,DCA-OKC,117,120,12520,16731,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.748311518,11,DCA,OKC,large_airport,38.8521,-77.037697,Washington,medium_airport,35.393101,-97.6007,Oklahoma City,1157.630338,4810669,4434,994284,413.7
316,DCA-OMA,84,87,9446,12012,54.9292459,53.33868862,4644244,5149,74,0.090909091,3,0.786380286,11,DCA,OMA,large_airport,38.8521,-77.037697,Washington,medium_airport,41.3032,-95.894096,Omaha,1011.527856,4810669,4434,806485,1299.2
317,DCA-PVD,231,239,26957,33033,57.42754359,52.84299508,9585665,11058,74,0.090909091,8,0.816062725,11,DCA,PVD,large_airport,38.8521,-77.037697,Washington,large_airport,41.725038,-71.425668,Warwick,356.5556966,4810669,4434,82666,894
