,citypair,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,revenue,Aircraft_Unit_Cost ($ millions USD),Aircraft_Inverse_Age 1/age (1/yrs),Number_of_Cancellations,Proportion of Seats filled,Aircraft Age (yrs),Origin_Airport_Code,Destination_Airport_Code,origin_airport_type,origin_lat,origin_long,origin_city,dest_airport_type,dest_lat,dest_long,dest_city,Route_Distance,origin_population,origin_density,dest_population,dest_density,score
16,AUS-BWI,212,218,26736,35596,56.17839474,53.09084185,18874153,21356,74,0.090909091,6,0.751095629,11,AUS,BWI,large_airport,30.197535,-97.662015,Austin,large_airport,39.1754,-76.668297,Baltimore,1341.466222,1659251,1165.6,2205092,2872.8,22.35391117
17,AUS-DAL,1068,1112,112984,154452,57.42754359,52.84299508,19171330,22116,74,0.090909091,44,0.731515293,11,AUS,DAL,large_airport,30.197535,-97.662015,Austin,medium_airport,32.847099,-96.851799,Dallas,188.7028521,1659251,1165.6,5668165,1522.2,22.14754644
18,AUS-DCA,83,86,10688,12669,58.26030948,52.6777639,14527086,16967,74,0.090909091,3,0.843634067,11,AUS,DCA,large_airport,30.197535,-97.662015,Austin,large_airport,38.8521,-77.037697,Washington,1314.943448,1659251,1165.6,4810669,4434,25.15184409
19,AUS-DEN,564,580,76962,86668,57.42754359,52.84299508,19171330,22116,74,0.090909091,16,0.888009415,11,AUS,DEN,large_airport,30.197535,-97.662015,Austin,large_airport,39.86169815,-104.6729965,Denver,775.1678488,1659251,1165.6,2650725,1805.7,28.93678127
20,AUS-ELP,247,252,26502,35321,57.42754359,52.84299508,9585665,11058,74,0.090909091,5,0.750318507,11,AUS,ELP,large_airport,30.197535,-97.662015,Austin,medium_airport,31.80719948,-106.3779984,El Paso,528.8146479,1659251,1165.6,794344,1015.8,21.82342378
21,AUS-EWR,106,113,13007,15158,57.42754359,52.84299508,9585665,11058,74,0.090909091,7,0.858094735,11,AUS,EWR,large_airport,30.197535,-97.662015,Austin,large_airport,40.692501,-74.168701,Newark,1503.108324,1659251,1165.6,306247,4508.4,18.10609023
22,AUS-FLL,80,81,10616,11440,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.927972028,11,AUS,FLL,large_airport,30.197535,-97.662015,Austin,large_airport,26.072599,-80.152702,Fort Lauderdale,1104.603448,1659251,1165.6,182247,2029.7,29.82401156
23,AUS-HOU,635,645,70128,94549,56.92788405,52.94213379,23815574,27265,74,0.090909091,10,0.741710647,11,AUS,HOU,large_airport,30.197535,-97.662015,Austin,medium_airport,29.645399,-95.2789,Houston,147.9567579,1659251,1165.6,5650910,1394.6,28.03078832
24,AUS-LAS,197,202,27518,31915,56.59477769,53.00822626,14229909,16207,74,0.090909091,5,0.862227793,11,AUS,LAS,large_airport,30.197535,-97.662015,Austin,large_airport,36.083361,-115.151817,Las Vegas,1090.077673,1659251,1165.6,2150373,1754.7,26.4895936
25,AUS-LAX,285,304,35692,42739,57.42754359,52.84299508,19171330,22116,74,0.090909091,19,0.835115468,11,AUS,LAX,large_airport,30.197535,-97.662015,Austin,large_airport,33.942501,-118.407997,Los Angeles,1241.917562,1659251,1165.6,12121244,3267.6,21.1611817
26,AUS-LBB,80,82,7499,11440,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.655506993,11,AUS,LBB,large_airport,30.197535,-97.662015,Austin,medium_airport,33.663601,-101.822998,Lubbock,341.7093226,1659251,1165.6,259946,736.6,16.27453801
27,AUS-MCO,74,79,10230,11798,58.26030948,52.6777639,14527086,16967,74,0.090909091,5,0.867096118,11,AUS,MCO,large_airport,30.197535,-97.662015,Austin,large_airport,28.42939949,-81.30899811,Orlando,993.7090775,1659251,1165.6,1927699,992,20.67857897
28,AUS-MDW,289,311,38231,42863,56.59477769,53.00822626,14229909,16207,74,0.090909091,22,0.891934769,11,AUS,MDW,large_airport,30.197535,-97.662015,Austin,large_airport,41.785999,-87.752403,Chicago,971.4415926,1659251,1165.6,8595181,4576.6,22.13572088
29,AUS-MSY,80,81,9255,11440,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.809003497,11,AUS,MSY,large_airport,30.197535,-97.662015,Austin,large_airport,29.99340057,-90.25800323,New Orleans,443.6178541,1659251,1165.6,925443,891.2,25.68985067
30,AUS-OAK,41,43,5882,7175,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.819790941,11,AUS,OAK,large_airport,30.197535,-97.662015,Austin,large_airport,37.721298,-122.221001,Oakland,1497.329756,1659251,1165.6,437548,2917.1,16.64845509
31,AUS-PHX,252,263,34826,41060,57.42754359,52.84299508,9585665,11058,74,0.090909091,11,0.848173405,11,AUS,PHX,large_airport,30.197535,-97.662015,Austin,large_airport,33.435302,-112.005905,Phoenix,872.0389294,1659251,1165.6,4047095,1251.8,22.67079114
32,AUS-SAN,226,230,26804,32318,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.829383006,11,AUS,SAN,large_airport,30.197535,-97.662015,Austin,large_airport,32.73360062,-117.1900024,San Diego,1164.639981,1659251,1165.6,3084174,1675.9,25.93341177
33,AUS-SFO,19,20,2515,2717,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.925653294,11,AUS,SFO,large_airport,30.197535,-97.662015,Austin,large_airport,37.61899948,-122.375,San Francisco,1504.009355,1659251,1165.6,3290197,7199.4,23.40932339
34,AUS-SJC,150,169,18200,24874,58.26030948,52.6777639,14527086,16967,74,0.090909091,19,0.731687706,11,AUS,SJC,large_airport,30.197535,-97.662015,Austin,large_airport,37.362452,-121.929188,San Jose,1476.274141,1659251,1165.6,1729879,2229,14.16034405
35,AUS-SMF,99,102,11683,14157,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.825245462,11,AUS,SMF,large_airport,30.197535,-97.662015,Austin,large_airport,38.69540024,-121.5910034,Sacramento,1480.931172,1659251,1165.6,1924167,1971.3,23.03280969
36,AUS-STL,175,183,20464,25121,56.59477769,53.00822626,14229909,16207,74,0.090909091,8,0.814617252,11,AUS,STL,large_airport,30.197535,-97.662015,Austin,large_airport,38.748697,-90.370003,St Louis,721.0065655,1659251,1165.6,300887,,20.81340362
37,AUS-TPA,141,145,17442,20163,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.865049844,11,AUS,TPA,large_airport,30.197535,-97.662015,Austin,large_airport,27.97550011,-82.53320313,Tampa,927.1951469,1659251,1165.6,2683956,1340.7,25.40461723
38,BDL-BWI,643,679,67315,92621,58.26030948,52.6777639,14527086,16967,74,0.090909091,36,0.726779024,11,BDL,BWI,medium_airport,41.93851,-72.688066,Hartford,large_airport,39.1754,-76.668297,Baltimore,283.183184,907046,2722.5,2205092,2872.8,17.2076188
39,BDL-DEN,46,50,7075,8050,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.878881988,11,BDL,DEN,medium_airport,41.93851,-72.688066,Hartford,large_airport,39.86169815,-104.6729965,Denver,1671.049811,907046,2722.5,2650725,1805.7,18.78647383
40,BDL-MCO,275,294,35115,42973,56.59477769,53.00822626,14229909,16207,74,0.090909091,19,0.817140996,11,BDL,MCO,medium_airport,41.93851,-72.688066,Hartford,large_airport,28.42939949,-81.30899811,Orlando,1049.984834,907046,2722.5,1927699,992,17.03741153
41,BDL-MDW,196,216,24022,29500,56.59477769,53.00822626,14229909,16207,74,0.090909091,20,0.814305085,11,BDL,MDW,medium_airport,41.93851,-72.688066,Hartford,large_airport,41.785999,-87.752403,Chicago,776.2687423,907046,2722.5,8595181,4576.6,17.67205935
42,BHM-MCO,172,173,19537,24596,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.794316149,11,BHM,MCO,medium_airport,33.562901,-86.753502,Birmingham,large_airport,28.42939949,-81.30899811,Orlando,478.8570215,704676,1713.4,1927699,992,27.87279033
43,BNA-AUS,100,107,13712,15164,57.42754359,52.84299508,19171330,22116,74,0.090909091,7,0.904246901,11,BNA,AUS,large_airport,36.12450027,-86.67819977,Nashville,large_airport,30.197535,-97.662015,Austin,755.6280689,1098486,541.3,1659251,1165.6,23.25675923
44,BNA-BWI,642,682,67760,97182,56.92788405,52.94213379,23815574,27265,74,0.090909091,40,0.697248462,11,BNA,BWI,large_airport,36.12450027,-86.67819977,Nashville,large_airport,39.1754,-76.668297,Baltimore,587.4263796,1098486,541.3,2205092,2872.8,16.14297457
45,BNA-DEN,520,537,73291,82744,56.92788405,52.94213379,23815574,27265,74,0.090909091,17,0.885756067,11,BNA,DEN,large_airport,36.12450027,-86.67819977,Nashville,large_airport,39.86169815,-104.6729965,Denver,1013.477943,1098486,541.3,2650725,1805.7,28.48441388
46,BNA-MCO,522,534,71094,79286,56.59477769,53.00822626,14229909,16207,74,0.090909091,12,0.89667785,11,BNA,MCO,large_airport,36.12450027,-86.67819977,Nashville,large_airport,28.42939949,-81.30899811,Orlando,616.1061031,1098486,541.3,1927699,992,28.94007128
47,BNA-MDW,599,659,66462,88345,57.42754359,52.84299508,19171330,22116,74,0.090909091,60,0.75230064,11,BNA,MDW,large_airport,36.12450027,-86.67819977,Nashville,large_airport,41.785999,-87.752403,Chicago,394.7904153,1098486,541.3,8595181,4576.6,17.7429206
48,BNA-PHX,405,413,55948,64091,56.92788405,52.94213379,23815574,27265,74,0.090909091,8,0.87294628,11,BNA,PHX,large_airport,36.12450027,-86.67819977,Nashville,large_airport,33.435302,-112.005905,Phoenix,1448.244115,1098486,541.3,4047095,1251.8,30.32749649
49,BOI-DEN,161,166,19643,23535,56.59477769,53.00822626,14229909,16207,74,0.090909091,5,0.834629276,11,BOI,DEN,medium_airport,43.5644,-116.223,Boise,large_airport,39.86169815,-104.6729965,Denver,648.9035942,422665,1047.5,2650725,1805.7,24.15144066
50,BOS-AUS,11,13,1456,1925,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.756363636,11,BOS,AUS,large_airport,42.3643,-71.005203,Boston,large_airport,30.197535,-97.662015,Austin,1697.726368,4208580,5505.8,1659251,1165.6,10.86822932
51,BOS-BWI,840,901,97984,129752,56.92788405,52.94213379,23815574,27265,74,0.090909091,61,0.755163697,11,BOS,BWI,large_airport,42.3643,-71.005203,Boston,large_airport,39.1754,-76.668297,Baltimore,369.563078,4208580,5505.8,2205092,2872.8,18.79700109
52,BOS-DEN,172,200,26183,28980,57.42754359,52.84299508,19171330,22116,74,0.090909091,28,0.903485162,11,BOS,DEN,large_airport,42.3643,-71.005203,Boston,large_airport,39.86169815,-104.6729965,Denver,1754.048061,4208580,5505.8,2650725,1805.7,22.65495084
53,BOS-MDW,287,331,38332,45393,56.92788405,52.94213379,23815574,27265,74,0.090909091,44,0.844447382,11,BOS,MDW,large_airport,42.3643,-71.005203,Boston,large_airport,41.785999,-87.752403,Chicago,860.6796664,4208580,5505.8,8595181,4576.6,20.69189033
54,BUF-BWI,481,519,54229,71983,56.92788405,52.94213379,23815574,27265,74,0.090909091,38,0.753358432,11,BUF,BWI,large_airport,42.94049835,-78.73220062,Buffalo,large_airport,39.1754,-76.668297,Baltimore,281.2684227,1004655,2446.1,2205092,2872.8,18.4234895
55,BUF-MCO,363,378,48098,52901,56.59477769,53.00822626,14229909,16207,74,0.090909091,15,0.909207765,11,BUF,MCO,large_airport,42.94049835,-78.73220062,Buffalo,large_airport,28.42939949,-81.30899811,Orlando,1010.759109,1004655,2446.1,1927699,992,26.70500182
56,BUF-MDW,206,227,26237,30546,57.42754359,52.84299508,19171330,22116,74,0.090909091,21,0.858934067,11,BUF,MDW,large_airport,42.94049835,-78.73220062,Buffalo,large_airport,41.785999,-87.752403,Chicago,468.3046648,1004655,2446.1,8595181,4576.6,21.57638764
57,BUF-PHX,73,82,11191,12775,57.42754359,52.84299508,9585665,11058,74,0.090909091,9,0.876007828,11,BUF,PHX,large_airport,42.94049835,-78.73220062,Buffalo,large_airport,33.435302,-112.005905,Phoenix,1911.353335,1004655,2446.1,4047095,1251.8,18.73794367
58,BUR-DEN,197,203,24954,28939,56.59477769,53.00822626,14229909,16207,74,0.090909091,6,0.862296555,11,BUR,DEN,medium_airport,34.197703,-118.356378,Burbank,large_airport,39.86169815,-104.6729965,Denver,850.0757045,107364,2634.1,2650725,1805.7,25.3680486
59,BUR-MDW,81,88,8872,11583,57.42754359,52.84299508,9585665,11058,74,0.090909091,7,0.765950099,11,BUR,MDW,medium_airport,34.197703,-118.356378,Burbank,large_airport,41.785999,-87.752403,Chicago,1739.889031,107364,2634.1,8595181,4576.6,15.19708043
60,BUR-PDX,60,61,6442,8580,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.750815851,11,BUR,PDX,medium_airport,34.197703,-118.356378,Burbank,large_airport,45.58869934,-122.5979996,Portland,817.2622664,107364,2634.1,2036875,1881.6,19.87350234
61,BUR-PHX,638,663,72393,92738,56.59477769,53.00822626,14229909,16207,74,0.090909091,25,0.780618517,11,BUR,PHX,medium_airport,34.197703,-118.356378,Burbank,large_airport,33.435302,-112.005905,Phoenix,369.0283526,107364,2634.1,4047095,1251.8,22.18843125
62,BWI-ABQ,63,67,6567,9009,54.9292459,53.33868862,4644244,5149,74,0.090909091,4,0.728937729,11,BWI,ABQ,large_airport,39.1754,-76.668297,Baltimore,medium_airport,35.040199,-106.609001,Albuquerque,1670.23777,2205092,2872.8,765693,1155.5,10.77435839
63,BWI-ALB,391,418,42802,58473,54.9292459,53.33868862,9288488,10298,74,0.090909091,27,0.731995964,11,BWI,ALB,large_airport,39.1754,-76.668297,Baltimore,medium_airport,42.74829865,-73.80169678,Albany,288.522944,2205092,2872.8,604077,4345.3,13.96111298
64,BWI-ATL,605,662,67367,89171,57.42754359,52.84299508,19171330,22116,74,0.090909091,57,0.755481042,11,BWI,ATL,large_airport,39.1754,-76.668297,Baltimore,large_airport,33.6367,-84.428101,Atlanta,576.5626254,2205092,2872.8,5046555,1419.9,17.06994889
65,BWI-AUS,158,182,21334,27650,56.59477769,53.00822626,14229909,16207,74,0.090909091,24,0.771573237,11,BWI,AUS,large_airport,39.1754,-76.668297,Baltimore,large_airport,30.197535,-97.662015,Austin,1341.466222,2205092,2872.8,1659251,1165.6,14.72038169
66,BWI-BDL,651,688,68908,93829,56.59477769,53.00822626,14229909,16207,74,0.090909091,37,0.734399812,11,BWI,BDL,large_airport,39.1754,-76.668297,Baltimore,medium_airport,41.93851,-72.688066,Hartford,283.183184,2205092,2872.8,907046,2722.5,16.74141945
67,BWI-BHM,71,73,6271,10153,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.617649956,11,BWI,BHM,large_airport,39.1754,-76.668297,Baltimore,medium_airport,33.562901,-86.753502,Birmingham,681.9661022,2205092,2872.8,704676,1713.4,13.94462845
68,BWI-BNA,637,670,66179,94387,57.42754359,52.84299508,19171330,22116,74,0.090909091,33,0.701145285,11,BWI,BNA,large_airport,39.1754,-76.668297,Baltimore,large_airport,36.12450027,-86.67819977,Nashville,587.4263796,2205092,2872.8,1098486,541.3,16.84012556
69,BWI-BOS,841,907,106180,129511,56.92788405,52.94213379,23815574,27265,74,0.090909091,66,0.81985314,11,BWI,BOS,large_airport,39.1754,-76.668297,Baltimore,large_airport,42.3643,-71.005203,Boston,369.563078,2205092,2872.8,4208580,5505.8,20.93295922
70,BWI-BUF,476,518,52792,69700,56.92788405,52.94213379,23815574,27265,74,0.090909091,42,0.757417504,11,BWI,BUF,large_airport,39.1754,-76.668297,Baltimore,large_airport,42.94049835,-78.73220062,Buffalo,281.2684227,2205092,2872.8,1004655,2446.1,18.32100798
71,BWI-CHS,284,295,30776,42852,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.71819285,11,BWI,CHS,large_airport,39.1754,-76.668297,Baltimore,medium_airport,32.898602,-80.040497,Charleston,472.0732471,2205092,2872.8,685517,875.3,19.18572803
72,BWI-CLE,208,231,23648,30672,56.59477769,53.00822626,14229909,16207,74,0.090909091,23,0.770996348,11,BWI,CLE,large_airport,39.1754,-76.668297,Baltimore,large_airport,41.4117012,-81.84980011,Cleveland,314.1641476,2205092,2872.8,1683059,1904,16.5001696
73,BWI-CLT,289,306,30442,41327,57.42754359,52.84299508,9585665,11058,74,0.090909091,17,0.736612868,11,BWI,CLT,large_airport,39.1754,-76.668297,Baltimore,large_airport,35.2140007,-80.94309998,Charlotte,360.7970562,2205092,2872.8,1516107,1091,15.70625864
74,BWI-CMH,341,346,34237,50971,56.59477769,53.00822626,14229909,16207,74,0.090909091,5,0.67169567,11,BWI,CMH,large_airport,39.1754,-76.668297,Baltimore,large_airport,39.998001,-82.891899,Columbus,336.9529008,2205092,2872.8,1556848,1559.5,23.57907987
75,BWI-DAL,440,465,59906,70088,56.92788405,52.94213379,23815574,27265,74,0.090909091,25,0.854725488,11,BWI,DAL,large_airport,39.1754,-76.668297,Baltimore,medium_airport,32.847099,-96.851799,Dallas,1208.599033,2205092,2872.8,5668165,1522.2,21.47393718
76,BWI-DEN,470,495,69901,78666,56.17839474,53.09084185,18874153,21356,74,0.090909091,25,0.888579564,11,BWI,DEN,large_airport,39.1754,-76.668297,Baltimore,large_airport,39.86169815,-104.6729965,Denver,1490.96248,2205092,2872.8,2650725,1805.7,23.39913812
77,BWI-ECP,26,27,2817,3718,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.757665412,11,BWI,ECP,large_airport,39.1754,-76.668297,Baltimore,medium_airport,30.357106,-85.795414,Panama City Beach,798.4862582,2205092,2872.8,17882,254.7,17.84091063
78,BWI-FLL,939,982,115162,144005,56.17839474,53.09084185,18874153,21356,74,0.090909091,43,0.799708343,11,BWI,FLL,large_airport,39.1754,-76.668297,Baltimore,large_airport,26.072599,-80.152702,Fort Lauderdale,925.2746669,2205092,2872.8,182247,2029.7,21.04164377
79,BWI-GRR,81,85,8597,11583,54.9292459,53.33868862,4644244,5149,74,0.090909091,4,0.742208409,11,BWI,GRR,large_airport,39.1754,-76.668297,Baltimore,medium_airport,42.88079834,-85.52279663,Grand Rapids,528.2532701,2205092,2872.8,604311,1719.6,14.26502598
80,BWI-HOU,334,362,49810,57298,56.17839474,53.09084185,18874153,21356,74,0.090909091,28,0.86931481,11,BWI,HOU,large_airport,39.1754,-76.668297,Baltimore,medium_airport,29.645399,-95.2789,Houston,1245.943788,2205092,2872.8,5650910,1394.6,19.78256508
81,BWI-IND,238,252,28380,34034,57.42754359,52.84299508,9585665,11058,74,0.090909091,14,0.83387201,11,BWI,IND,large_airport,39.1754,-76.668297,Baltimore,large_airport,39.7173,-86.294403,Indianapolis,515.9800965,2205092,2872.8,1659305,928.2,18.62599674
82,BWI-ISP,441,456,40084,65655,56.59477769,53.00822626,14229909,16207,74,0.090909091,15,0.610524713,11,BWI,ISP,large_airport,39.1754,-76.668297,Baltimore,medium_airport,40.79520035,-73.10019684,Islip,219.8580968,2205092,2872.8,17853,,18.51386568
83,BWI-JAX,384,395,46636,57376,57.42754359,52.84299508,19171330,22116,74,0.090909091,11,0.81281372,11,BWI,JAX,large_airport,39.1754,-76.668297,Baltimore,large_airport,30.49410057,-81.68789673,Jacksonville,662.663311,2205092,2872.8,1220191,686.6,25.15249903
84,BWI-LAS,434,458,68512,75406,57.42754359,52.84299508,19171330,22116,74,0.090909091,24,0.908574914,11,BWI,LAS,large_airport,39.1754,-76.668297,Baltimore,large_airport,36.083361,-115.151817,Las Vegas,2105.741207,2205092,2872.8,2150373,1754.7,24.89725829
85,BWI-LAX,306,336,47406,51854,56.17839474,53.09084185,18874153,21356,74,0.090909091,30,0.914220697,11,BWI,LAX,large_airport,39.1754,-76.668297,Baltimore,large_airport,33.942501,-118.407997,Los Angeles,2328.996883,2205092,2872.8,12121244,3267.6,24.18361298
86,BWI-MCI,177,188,21135,26399,57.42754359,52.84299508,19171330,22116,74,0.090909091,11,0.800598508,11,BWI,MCI,large_airport,39.1754,-76.668297,Baltimore,large_airport,39.2976,-94.713898,Kansas City,966.5279313,2205092,2872.8,1644497,602.6,18.78182686
87,BWI-MCO,1043,1093,135705,163485,56.17839474,53.09084185,18874153,21356,74,0.090909091,50,0.830076154,11,BWI,MCO,large_airport,39.1754,-76.668297,Baltimore,large_airport,28.42939949,-81.30899811,Orlando,786.9842637,2205092,2872.8,1927699,992,22.4363159
88,BWI-MDW,658,726,78638,98030,57.42754359,52.84299508,19171330,22116,74,0.090909091,68,0.802183005,11,BWI,MDW,large_airport,39.1754,-76.668297,Baltimore,large_airport,41.785999,-87.752403,Chicago,610.6195849,2205092,2872.8,8595181,4576.6,18.8898159
89,BWI-MEM,18,20,1789,3150,59.92584127,52.34730154,4941421,5909,74,0.090909091,2,0.567936508,11,BWI,MEM,large_airport,39.1754,-76.668297,Baltimore,large_airport,35.04240036,-89.97669983,Memphis,787.3827203,2205092,2872.8,1034498,1267.6,7.266210714
90,BWI-MHT,581,603,64750,87531,56.92788405,52.94213379,23815574,27265,74,0.090909091,22,0.739737921,11,BWI,MHT,large_airport,39.1754,-76.668297,Baltimore,medium_airport,42.932598,-71.435699,Manchester,376.592219,2205092,2872.8,167568,1388.9,22.22825468
91,BWI-MSY,292,308,38287,44316,56.17839474,53.09084185,18874153,21356,74,0.090909091,16,0.863954328,11,BWI,MSY,large_airport,39.1754,-76.668297,Baltimore,large_airport,29.99340057,-90.25800323,New Orleans,998.3876695,2205092,2872.8,925443,891.2,21.40024782
92,BWI-OAK,70,74,9914,10778,54.9292459,53.33868862,9288488,10298,74,0.090909091,4,0.919836704,11,BWI,OAK,large_airport,39.1754,-76.668297,Baltimore,large_airport,37.721298,-122.221001,Oakland,2446.672506,2205092,2872.8,437548,2917.1,21.82117672
93,BWI-ORF,451,466,47565,67117,56.92788405,52.94213379,23815574,27265,74,0.090909091,15,0.708687814,11,BWI,ORF,large_airport,39.1754,-76.668297,Baltimore,medium_airport,36.8946,-76.201202,Norfolk,159.3572861,2205092,2872.8,238556,1770.5,23.76260764
94,BWI-PBI,410,425,53149,62310,56.59477769,53.00822626,14229909,16207,74,0.090909091,15,0.85297705,11,BWI,PBI,large_airport,39.1754,-76.668297,Baltimore,large_airport,26.68320084,-80.09559631,West Palm Beach,883.4152376,2205092,2872.8,115877,796.4,23.88894091
95,BWI-PHX,272,298,39774,45552,56.17839474,53.09084185,18874153,21356,74,0.090909091,26,0.873155954,11,BWI,PHX,large_airport,39.1754,-76.668297,Baltimore,large_airport,33.435302,-112.005905,Phoenix,1998.319422,2205092,2872.8,4047095,1251.8,20.77378196
96,BWI-PIT,288,299,28991,41664,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.695828533,11,BWI,PIT,large_airport,39.1754,-76.668297,Baltimore,large_airport,40.49150085,-80.23290253,Pittsburgh,210.1990713,2205092,2872.8,1720279,2100.7,20.8752607
